File,Subject Class URI,Subject Class Name,Predicate,Object Class URI,Object Class Name
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_c3a05192_7d78_5190_bc3e_3ea44cfc9d19,FranciumSymbol,subClassOf,https://w3id.org/emmo#EMMO_4f40def1_3cd7_4067_9596_541e9a5134cf,ChemicalElement,"The IUPAC Gold Book defines the a chemical element both as:
- a species of atoms; all atoms with the same number of protons in the atomic nucleus
-  a pure chemical substance composed of atoms with the same number of protons in the atomic nucleus

This qualifies a chemical element as a name and not a matter obejct that can stand for an atom or a substance."
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/RutheniumAtom,ruthenium atom,subClassOf,http://semanticscience.org/resource/Atom,atom,An atom is composed of a core of protons and/or neutrons which may be surrounded by a cloud of electrons.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/MaterialStructure,Material Structure,subClassOf,https://w3id.org/pmd/co/MaterialRelated,Material Related,"Diese Klasse dient der qualitativen und quantitativen Beschreibung eines Materials, indem sie Informationen über ein Material angibt, z. B. durch die Einbeziehung von Materialeigenschaften, Materialstruktur usw. This property is used to qualitatively and quantitatively describe a material by providing information on a material, e.g., by including material properties, material structure, etc."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_4024a7f8_2991_4d80_bcc9_63705aa0c750,Displacement,subClassOf,https://w3id.org/emmo#EMMO_a242d3e9_c6d3_411e_a667_71ffbc248a1a,SpaceAndTimeQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_96c8d72f_b436_44e2_9f7f_085c24094292,SolidAerosol,subClassOf,https://w3id.org/emmo#EMMO_560d833a_6184_410c_859a_05d982712fd7,Aerosol,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_246af1cb_2f80_4ff7_9add_c1dd4cfdcc93,ParticleFluence,subClassOf,https://w3id.org/emmo#EMMO_2946d40b_24a1_47fa_8176_e3f79bb45064,ISQDerivedQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_246af1cb_2f80_4ff7_9add_c1dd4cfdcc93,ParticleFluence,subClassOf,https://w3id.org/emmo#EMMO_3b1b64d1_60c9_4689_a300_eb9cd56e368b,AtomicAndNuclearPhysicsQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_214e9a99_58de_40e2_86cf_fa6aa1d180a8,Weiten,subClassOf,https://w3id.org/emmo#EMMO_6fba4018_24bd_450c_abc3_354e2c7809c9,Zugdruckumformen,"Forming of a solid body, whereby the plastic state is essentially brought about by a combined tensile and compressive stress."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_f9544c7c_d259_5839_b36a_61595809c538,RubidiumSymbol,subClassOf,https://w3id.org/emmo#EMMO_4f40def1_3cd7_4067_9596_541e9a5134cf,ChemicalElement,"The IUPAC Gold Book defines the a chemical element both as:
- a species of atoms; all atoms with the same number of protons in the atomic nucleus
-  a pure chemical substance composed of atoms with the same number of protons in the atomic nucleus

This qualifies a chemical element as a name and not a matter obejct that can stand for an atom or a substance."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_501f9b3a_c469_48f7_9281_2e6a8d805d7a,AngularMomentumUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_501f9b3a_c469_48f7_9281_2e6a8d805d7a,AngularMomentumUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/VolumeNumber,Volume,subClassOf,http://semanticscience.org/resource/Count,count,The number of elements of a finite set of objects.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/SatisfactionQualifier,satisfaction qualifier,subClassOf,http://semanticscience.org/resource/InformationalQuality,informational quality,An informational quality is a quality that pertains to information.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/MedicalHistory,medical history,subClassOf,http://semanticscience.org/resource/History,history,history is a sequence of past events.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_098f6f77_746a_5fcc_a6d1_4988929bf404,LutetiumAtom,subClassOf,https://w3id.org/emmo#EMMO_eb77076b_a104_42ac_a065_798b2d2809ad,ChemicalElement,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/DeoxyribonucleotideResidue,deoxyribonucleotide residue,subClassOf,http://semanticscience.org/resource/NucleotideResidue,nucleotide residue,A nucleotide residue is a part of a molecule that derives from a nucleotide.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/WebPage,web page,subClassOf,http://semanticscience.org/resource/Document,document,A document is a bounded physical or digital representation of a body of information designed with the capacity (and usually intent) to communicate.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/ToModifyOxidationStateOf,to modify oxidation state of,subClassOf,http://semanticscience.org/resource/ToModifyElectronically,to modify electronically,to modify electronically is the capability to change the electronic properties of an object.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/WeakSubmolecularComponent,weak submolecular component,subClassOf,http://semanticscience.org/resource/SubmolecularEntity,submolecular entity,A submolecular entity is a chemical entity that is a part of a molecule.
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/NuclearMagneticResonance,Nuclear Magnetic Resonance,subClassOf,http://semanticscience.org/resource/Measuring,measuring,"measuring is the process of determining the size, amount, or degree of (something) by using an instrument or device marked in standard units"
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#MetreKelvin,Metre Kelvin,subClassOf,https://w3id.org/emmo#EMMO_1273eb34_de48_43a9_925f_104110469dd2,SICoherentDerivedUnit,This class collects all units that are products or powers of SI base or SI special units only.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#MetreKelvin,Metre Kelvin,subClassOf,https://w3id.org/emmo#EMMO_d02c92e0_99ba_4c09_b01f_0d7a7dd7b24e,LengthTemperatureUnit,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/LiteratureCuration,literature curation,subClassOf,http://semanticscience.org/resource/InformationProcessing,information processing,information processing is a process that involves the generation or use of information.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Community,community,subClassOf,http://semanticscience.org/resource/Collective,collective,"A collective is a group of entities that share or are motivated by at least one common issue or interest, or work together on a specific project(s) to achieve a common objective."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_326e7731_76c5_402d_a041_c9b48a736963,FormingFromIonised,subClassOf,https://w3id.org/emmo#EMMO_45fec702_54cb_4508_b47e_bdc581229e22,FromNotProperShapeToWorkPiece,da una forma non propria ad una forma propria
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_a633c6f8_4269_4870_9b28_f5ca1783fd54,Stage,subClassOf,https://w3id.org/emmo#EMMO_0e1f2009_bf12_49d1_99f3_1422e5287d82,HolisticTemporalPart,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_a633c6f8_4269_4870_9b28_f5ca1783fd54,Stage,subClassOf,https://w3id.org/emmo#EMMO_43e9a05d_98af_41b4_92f6_00f79a09bfce,Occurrent,"Following the common definition of process, the reader may think that every whole should be a process, since every 4D object always has a time dimension. However, in the EMMO we restrict the meaning of the word process to items whose evolution in time have a particular meaning for the ontologist (i.e. every 4D object unfolds in time, but not every 4D time unfolding may be of interest for the ontologist and categorized as a process).

For this reason, the definition of every specific process subclass requires the introduction of a primitive concept."
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Transcription,transcription,subClassOf,http://semanticscience.org/resource/Biosynthesis,biosynthesis,"biosynthesis is the synthesis of an organic compound in a living organism, usually aided by enzymes."
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/MeasurementValue,measurement value,subClassOf,http://semanticscience.org/resource/Number,number,A number is a tensor of rank 0.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_886eb0fb_4d36_4b7d_99e4_e5915a06aff1,SquarePressureTimeUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_886eb0fb_4d36_4b7d_99e4_e5915a06aff1,SquarePressureTimeUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/DimensionalQuantity,Dimensional Quantity,subClassOf,http://semanticscience.org/resource/Quantity,Amount,A quantity is an informational entity that gives the magnitude of a property.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Equation,equation,subClassOf,http://semanticscience.org/resource/MathematicalEntity,mathematical entity,A mathematical entity is an information content entity that are components of a mathematical system or can be defined in mathematical terms.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#KelvinSecond,Kelvin second,subClassOf,https://w3id.org/emmo#EMMO_1273eb34_de48_43a9_925f_104110469dd2,SICoherentDerivedUnit,This class collects all units that are products or powers of SI base or SI special units only.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#KelvinSecond,Kelvin second,subClassOf,https://w3id.org/emmo#EMMO_3df1408c_df34_4037_8584_c25f854bb346,TemperatureTimeUnit,
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/Crystallinity,Crystallinity,subClassOf,http://materialsmine.org/ns/ThermalProperty,Thermal Property,"A material's property describing the materials ability to absorb, conduct, or otherwise interact with energy in the form of heat."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_23eabdb5_6de6_4615_b6b1_a07b3ad32fd9,SIPrefix,subClassOf,https://w3id.org/emmo#EMMO_442bd91e_a724_4e9f_89c1_18423016fb75,MetricPrefix,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Ion,ion,subClassOf,http://semanticscience.org/resource/ChemicalEntity,chemical entity,A chemical entity is a material entity that pertains to chemistry.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Ion,ion,equivalentClass,Complex class expression,Intersection of Restriction on has quality some charge quality,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Ion,ion,equivalentClass,Complex class expression,Intersection of Restriction on has quality some charge quality,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Chapter,Chapter,subClassOf,http://semanticscience.org/resource/DocumentSection,document section,A document section is a component of a document.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Antibody,antibody,subClassOf,http://semanticscience.org/resource/ProteinComplex,protein complex,A protein complex is a molecular complex composed of at least two polypeptide chains.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/BiochemicalActivation,biochemical activation,subClassOf,http://semanticscience.org/resource/RegulationOfCatalyticCapability,regulation of catalytic capability,the regulation of the enzymatic activity.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_26c6f1b3_c33f_4804_a3e8_3c5c931582b3,RelaxationTime,subClassOf,https://w3id.org/emmo#EMMO_88967c93_894b_4e42_bc3c_c8517b255489,TimeConstant,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_26c6f1b3_c33f_4804_a3e8_3c5c931582b3,RelaxationTime,subClassOf,https://w3id.org/emmo#EMMO_c29603f5_95e8_42f5_ab0c_f3bcf3166d53,CondensedMatterPhysicsQuantity,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/FusionGene-diseaseAssociation,fusion gene-disease association,subClassOf,http://semanticscience.org/resource/Gene-diseaseAssociationLinkedWithGenomicAlterations,gene-disease association linked with genomic alterations,a gene-disease association that is linked with some genomic alteration
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_ec903946_ddc9_464a_903c_7373e0d1eeb5,MagneticFluxDensityUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_ec903946_ddc9_464a_903c_7373e0d1eeb5,MagneticFluxDensityUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Device,device,subClassOf,http://semanticscience.org/resource/HeterogeneousSubstance,heterogeneous substance,A heterogeneous substance is a chemical substance that is composed of more than one different kind of component.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_6f76f9bf_feb3_4e27_9bcb_45b5f3526050,TimePerVolumeUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_6f76f9bf_feb3_4e27_9bcb_45b5f3526050,TimePerVolumeUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#KelvinMetrePerSecond,Kelvin metres per second,subClassOf,https://w3id.org/emmo#EMMO_0d4bdfcd_f4f0_4b8f_b470_e3f654e37d33,TemperatureLengthPerTimeUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#KelvinMetrePerSecond,Kelvin metres per second,subClassOf,https://w3id.org/emmo#EMMO_1273eb34_de48_43a9_925f_104110469dd2,SICoherentDerivedUnit,This class collects all units that are products or powers of SI base or SI special units only.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_4007522b_7ab7_4855_acd2_e99e2a0690b6,MassPerLengthUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_4007522b_7ab7_4855_acd2_e99e2a0690b6,MassPerLengthUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_19c5c2b2_463b_4e41_bd50_4f7239aa62d9,OsmoticPressure,subClassOf,https://w3id.org/emmo#EMMO_50a44256_9dc5_434b_bad4_74a4d9a29989,Pressure,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_19c5c2b2_463b_4e41_bd50_4f7239aa62d9,OsmoticPressure,subClassOf,https://w3id.org/emmo#EMMO_a06e3d38_1aa8_4f45_89a8_722dbacfda24,PhysioChemicalQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_79aad3fb_2e01_4626_8369_4e914893aa6d,Broadcast,subClassOf,https://w3id.org/emmo#EMMO_2b1fb71c_0eb0_445c_9be7_fb5d30ae79fd,MixedTiling,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#VoltPerSecond,Volt per second,subClassOf,https://w3id.org/emmo#EMMO_1273eb34_de48_43a9_925f_104110469dd2,SICoherentDerivedUnit,This class collects all units that are products or powers of SI base or SI special units only.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#VoltPerSecond,Volt per second,subClassOf,https://w3id.org/emmo#EMMO_6837b106_7220_4ec6_b7c9_d549d6163672,ElectricPotentialPerTimeUnit,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Submolecule,submolecule,subClassOf,http://semanticscience.org/resource/SubmolecularEntity,submolecular entity,A submolecular entity is a chemical entity that is a part of a molecule.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_0056cc2f_f2fe_558e_a65c_9a8fc5cea333,CarbonAtom,subClassOf,https://w3id.org/emmo#EMMO_eb77076b_a104_42ac_a065_798b2d2809ad,ChemicalElement,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/MaterialsSection,materials section,subClassOf,http://semanticscience.org/resource/DocumentSection,document section,A document section is a component of a document.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#ReciprocalMetrePerSecond,Reciprocal metre per second,subClassOf,https://w3id.org/emmo#EMMO_1273eb34_de48_43a9_925f_104110469dd2,SICoherentDerivedUnit,This class collects all units that are products or powers of SI base or SI special units only.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#ReciprocalMetrePerSecond,Reciprocal metre per second,subClassOf,https://w3id.org/emmo#EMMO_9f0338b9_326f_44c2_893c_2d815b763130,PerLengthTimeUnit,
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/Dimension,Dimension,subClassOf,http://semanticscience.org/resource/DimensionalQuantity,Dimensional Quantity,A dimensional quantity is a quantity that has an associated unit. A dimensional quantity is a quantity that has an associated unit.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/MicrometerGauge,Bügelmessschraube,subClassOf,https://w3id.org/pmd/co/MeasuringDevice,Measuring Device,A processing node capable of determining a specific quality.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Vowel,vowel,subClassOf,http://semanticscience.org/resource/VerbalLanguageEntity,verbal language entity,A verbal language entity is a language entity that is manifested through sound.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/DirectedAcyclicGraph,directed acyclic graph,subClassOf,http://semanticscience.org/resource/NetworkDiagram,network diagram,A network diagram consists of a set of vertices connected by edges.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Anxiety,anxiety,subClassOf,http://semanticscience.org/resource/Apprehension,apprehension,apprehension is the negative emotion that something unpleasant will occur.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Person,person,subClassOf,http://semanticscience.org/resource/SpecializedObject,specialized object,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_444de087_cecb_4b21_a24c_529aa31e0f4a,ParticleEmissionRate,subClassOf,https://w3id.org/emmo#EMMO_3b1b64d1_60c9_4689_a300_eb9cd56e368b,AtomicAndNuclearPhysicsQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_444de087_cecb_4b21_a24c_529aa31e0f4a,ParticleEmissionRate,subClassOf,https://w3id.org/emmo#EMMO_5f04b896_a4fd_4206_b201_0449b6c29289,InverseDuration,
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/1DGeometry,1D Geometry,subClassOf,http://materialsmine.org/ns/Geometry,Geometry,Representation of the spatial extent and form of an object.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_31fda9f8_24e1_5c53_8616_a63cee7613de,LivermoriumSymbol,subClassOf,https://w3id.org/emmo#EMMO_4f40def1_3cd7_4067_9596_541e9a5134cf,ChemicalElement,"The IUPAC Gold Book defines the a chemical element both as:
- a species of atoms; all atoms with the same number of protons in the atomic nucleus
-  a pure chemical substance composed of atoms with the same number of protons in the atomic nucleus

This qualifies a chemical element as a name and not a matter obejct that can stand for an atom or a substance."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/ChangeOfTransverseDimension,Change Of Transverse Dimension,subClassOf,https://w3id.org/pmd/co/Length,Length,"A measured distance or dimension of an object, usually the longer or longest dimension of the object. Eine gemessene Entfernung oder Abmessung eines Objekts, normalerweise die längere oder längste Abmessung des Objekts."
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Booklet,booklet,subClassOf,http://semanticscience.org/resource/Document,document,A document is a bounded physical or digital representation of a body of information designed with the capacity (and usually intent) to communicate.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#ReciprocalSecondSquareMetreSteradian,Reciprocal Second Square Metre Steradian,subClassOf,https://w3id.org/emmo#EMMO_1273eb34_de48_43a9_925f_104110469dd2,SICoherentDerivedUnit,This class collects all units that are products or powers of SI base or SI special units only.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#ReciprocalSecondSquareMetreSteradian,Reciprocal Second Square Metre Steradian,subClassOf,https://w3id.org/emmo#EMMO_9b075686_4ac2_43bb_b2a3_17b3ea24ff17,PerAreaTimeUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_fad04773_08a7_5bd3_8990_06d7e9d2c21e,HeliumSymbol,subClassOf,https://w3id.org/emmo#EMMO_4f40def1_3cd7_4067_9596_541e9a5134cf,ChemicalElement,"The IUPAC Gold Book defines the a chemical element both as:
- a species of atoms; all atoms with the same number of protons in the atomic nucleus
-  a pure chemical substance composed of atoms with the same number of protons in the atomic nucleus

This qualifies a chemical element as a name and not a matter obejct that can stand for an atom or a substance."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_44ddbe46_0112_4185_b595_132866e902da,LengthTimeTemperatureUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_44ddbe46_0112_4185_b595_132866e902da,LengthTimeTemperatureUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_ae3c9eb3_289d_4133_99d6_77068367a58d,Casting,subClassOf,https://w3id.org/emmo#EMMO_d7432d8c_3182_4d61_a08f_dc686efaabe9,FormingFromLiquid,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/FranciumAtom,francium atom,subClassOf,http://semanticscience.org/resource/Atom,atom,An atom is composed of a core of protons and/or neutrons which may be surrounded by a cloud of electrons.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_6b241a1f_2a5f_5ea8_b0aa_7b162d7d73e4,EinsteiniumSymbol,subClassOf,https://w3id.org/emmo#EMMO_4f40def1_3cd7_4067_9596_541e9a5134cf,ChemicalElement,"The IUPAC Gold Book defines the a chemical element both as:
- a species of atoms; all atoms with the same number of protons in the atomic nucleus
-  a pure chemical substance composed of atoms with the same number of protons in the atomic nucleus

This qualifies a chemical element as a name and not a matter obejct that can stand for an atom or a substance."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/SpecimenName,Prüfstück Name,subClassOf,https://w3id.org/pmd/co/Identifier,Identifier,A named value intended to distinguish between entities.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/SpecimenName,Prüfstück Name,equivalentClass,Complex class expression,Intersection of Identifier and Restriction on is characteristic of some Prüfling,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#SquareMetre,SquareMetre,subClassOf,https://w3id.org/emmo#EMMO_1273eb34_de48_43a9_925f_104110469dd2,SICoherentDerivedUnit,This class collects all units that are products or powers of SI base or SI special units only.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#SquareMetre,SquareMetre,subClassOf,https://w3id.org/emmo#EMMO_33433bb1_c68f_45ee_a466_f01e2c57b214,AreaUnit,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/FluorineAtom,fluorine atom,subClassOf,http://semanticscience.org/resource/Atom,atom,An atom is composed of a core of protons and/or neutrons which may be surrounded by a cloud of electrons.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/SoftwareScript,software script,subClassOf,http://semanticscience.org/resource/SoftwareEntity,software entity,A software entity is a computational entity that can be interpreted by or directly executed by a processing unit.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_6d753e0c_a967_4de4_ad22_c2fecb3913be,ElectricDisplacementFieldUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_6d753e0c_a967_4de4_ad22_c2fecb3913be,ElectricDisplacementFieldUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_47fe2379_be21_48d1_9ede_402f0faf494b,LiquidLiquidSuspension,subClassOf,https://w3id.org/emmo#EMMO_7509da43_56b1_4d7f_887a_65d1663df4ba,Liquid,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/RDFSOntology,RDFS ontology,subClassOf,http://semanticscience.org/resource/OntologyDocument,ontology document,An ontology document is a document that contains an ontology.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_a4d66059_5dd3_4b90_b4cb_10960559441b,Manufacturing,subClassOf,https://w3id.org/emmo#EMMO_2b9cbfb5_dbd0_4a68_9c6f_acc41b40dd72,ProductionEngineeringProcess,"Conversion of materials and assembly of components for the manufacture of products Technology is the application of knowledge for achieving practical goals in a reproducible way. Technology refers to methods, systems, and devices which are the result of scientific knowledge being used for practical purposes. application of scientific knowledge, tools, techniques, crafts or systems in order to solve a problem or to achieve an objective which can result in a product or process application of scientific knowledge, tools, techniques, crafts, systems or methods of organization in order to solve a problem or achieve an objective"
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Solute,solute,subClassOf,http://semanticscience.org/resource/LiquidSolutionComponent,liquid solution component,A liquid solution component is a part of a liquid solution.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#WattPerKilogram,Watt Per Kilogram,subClassOf,https://w3id.org/emmo#EMMO_1273eb34_de48_43a9_925f_104110469dd2,SICoherentDerivedUnit,This class collects all units that are products or powers of SI base or SI special units only.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#WattPerKilogram,Watt Per Kilogram,subClassOf,https://w3id.org/emmo#EMMO_835f4e4e_680d_404c_8c73_92a6a570f6eb,AbsorbedDoseRateUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_32dcd601_47c7_4028_b7fa_5e972ae57f12,Radius,subClassOf,https://w3id.org/emmo#EMMO_d772fa7a_0a31_44bb_a825_ae7829d794c6,RadialDistance,
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/Equipment,Equipment,subClassOf,http://semanticscience.org/resource/Device,device,A device is usually a constructed tool.
../Ontologies/materialsmine_converted.ttl,http://purl.org/ontology/bibo/Letter,Letter,subClassOf,http://purl.org/ontology/bibo/PersonalCommunicationDocument,Personal Communication Document,A personal communication manifested in some document.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/CrystallineStructure,Crystalline Structure,subClassOf,https://w3id.org/pmd/co/MaterialStructure,Material Structure,Die relevante Struktur von Materialien hat je nach Material eine unterschiedliche Längenskala. Die Struktur und Zusammensetzung eines Materials kann durch Mikroskopie oder Spektroskopie bestimmt werden. The relevant structure of materials has a different length scale depending on the material. The structure and composition of a material can be determined by microscopy or spectroscopy.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/Furnace,Furnace,subClassOf,https://w3id.org/pmd/co/ProcessingNode,Processing Node,"Processing nodes are tools, equipment and accessories as well as software that are relevant for the performance of processes, such as e.g. mechanical and chemical test as well as simulation, prediction, and machine learning. Accordingly, processing nodes may be machines, parts of machines, software applications as well as human extremities. Prozessknoten sind Werkzeuge, Geräte und Zubehör sowie Software, die für die Durchführung von Prozessen relevant sind, wie z. B. mechanische und chemische Tests sowie Simulationen, Vorhersagen und maschinelles Lernen. Dementsprechend können Prozessknoten Maschinen, Teile von Maschinen, Softwareanwendungen sowie menschliche Gliedmaßen sein."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_b7229683_d2c5_4225_8e5f_7693744fd5a2,CoefficientOfStaticFriction,subClassOf,https://w3id.org/emmo#EMMO_a18a3e9b_7e3d_44bf_9640_c8634e770ba8,FrictionCoefficient,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_b7229683_d2c5_4225_8e5f_7693744fd5a2,CoefficientOfStaticFriction,subClassOf,https://w3id.org/emmo#EMMO_be76ad52_2e29_4202_be6f_0a15eb9c1817,MechanicalQuantity,
