Subject,Predicate,Object
http://semanticscience.org/resource/TemporalQualifier,http://purl.org/dc/terms/description,a temporal qualifier is pertains to the frequency of the event of interest.
http://purl.org/ontology/bibo/MultiVolumeBook,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://purl.org/ontology/bibo/
n1951b7155c684ff6befdb168f4684486b1069,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
http://materialsmine.org/ns/unit/s,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://semanticscience.org/resource/UnitOfMeasurement
http://semanticscience.org/resource/RegulationOfMolecularQuantity,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/RegulationOfObjectQuantity
n1951b7155c684ff6befdb168f4684486b1228,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#AllDisjointClasses
http://semanticscience.org/resource/LanthanumAtom,http://www.w3.org/2000/01/rdf-schema#label,lanthanum atom
n1951b7155c684ff6befdb168f4684486b205,http://www.w3.org/2002/07/owl#hasValue,http://materialsmine.org/ns/unit/pa
http://semanticscience.org/resource/WordTree,http://data.bioontology.org/metadata/prefixIRI,sio:WordTree
n1951b7155c684ff6befdb168f4684486b924,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
n1951b7155c684ff6befdb168f4684486b1042,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
http://semanticscience.org/resource/GeneRegulatoryComponent,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b574
http://semanticscience.org/resource/Term,http://www.w3.org/2000/01/rdf-schema#label,term
http://semanticscience.org/resource/ClosedInterval,http://data.bioontology.org/metadata/prefixIRI,sio:ClosedInterval
http://semanticscience.org/resource/Severe,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/Blog,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/InfiniteLine,http://purl.org/dc/terms/description,An infinite line is a line that extends outwards in both directions of a single dimensional and is not bounded by terminal points.
http://semanticscience.org/resource/Chemical-geneAssocation,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Association
http://semanticscience.org/resource/Scatterplot,http://purl.org/dc/terms/description,"A scatterplot is a statistical graph which uses Cartesian coordinates to display values for two variables for a set of data. The data is displayed as a collection of points, each having the value of one variable determining the position on the horizontal axis and the value of the other variable determining the position on the vertical axis."
http://semanticscience.org/resource/VanDerWaalsInteraction,http://data.bioontology.org/metadata/prefixIRI,sio:VanDerWaalsInteraction
http://semanticscience.org/resource/DirectedLineSegment,http://data.bioontology.org/metadata/prefixIRI,sio:DirectedLineSegment
http://semanticscience.org/resource/LawrenciumAtom,http://data.bioontology.org/metadata/prefixIRI,sio:LawrenciumAtom
http://semanticscience.org/resource/SynthesisReaction,http://data.bioontology.org/metadata/prefixIRI,sio:SynthesisReaction
http://semanticscience.org/resource/surrounds,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://materialsmine.org/ns/Institution,http://www.w3.org/2000/01/rdf-schema#label,Institution or Lab
http://semanticscience.org/resource/MassSpectrometer,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/Terminology,http://data.bioontology.org/metadata/prefixIRI,sio:Terminology
http://semanticscience.org/resource/SecondaryGraphTitle,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/PrimaryTitle
http://semanticscience.org/resource/OrderedList,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/List
http://semanticscience.org/resource/PositionalRole,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
n1951b7155c684ff6befdb168f4684486b649,http://www.w3.org/2002/07/owl#unionOf,n1951b7155c684ff6befdb168f4684486b650
http://materialsmine.org/ns/HeatingRate,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Parameter
http://semanticscience.org/resource/Translation,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://materialsmine.org/ns/FractureToughnessProperty,http://www.w3.org/2000/01/rdf-schema#label,Fracture Toughness Property
http://semanticscience.org/resource/InfiniteLine,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Line
http://purl.org/ontology/bibo/CollectedDocument,http://www.w3.org/2000/01/rdf-schema#comment,A document that simultaneously contains other documents.
http://semanticscience.org/resource/SoftwareInterpreter,http://data.bioontology.org/metadata/prefixIRI,sio:SoftwareInterpreter
http://semanticscience.org/resource/Speech,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
n1951b7155c684ff6befdb168f4684486b669,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
http://purl.org/ontology/bibo/Issue,http://www.w3.org/2000/01/rdf-schema#comment,"something that is printed or published and distributed, esp. a given number of a periodical"
n1951b7155c684ff6befdb168f4684486b543,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
http://materialsmine.org/ns/CurrentDensity,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b101
http://materialsmine.org/ns/CrystalPhase,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/Ongoing,http://www.w3.org/2000/01/rdf-schema#label,ongoing
http://semanticscience.org/resource/LineSegment,http://purl.org/dc/terms/description,A line segment is a line and a part of a curve that is (inclusively) bounded by two terminal points.
http://materialsmine.org/ns/Tacticity,http://data.bioontology.org/metadata/prefixIRI,materialsmine:Tacticity
http://semanticscience.org/resource/OpenInterval,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/History,http://purl.org/dc/terms/description,history is a sequence of past events.
http://semanticscience.org/resource/Contentment,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/SoftwareInterpreter,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/SoftwareApplication
http://semanticscience.org/resource/Speech,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Communicating
http://semanticscience.org/resource/Depression,http://purl.org/dc/terms/alternative,depressed
n1951b7155c684ff6befdb168f4684486b532,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
http://semanticscience.org/resource/hasParticipant,http://semanticscience.org/resource/subset,core
http://semanticscience.org/resource/ChemicalSubstanceRole,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b415
n1951b7155c684ff6befdb168f4684486b809,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://semanticscience.org/resource/OrganicMolecule
n1951b7155c684ff6befdb168f4684486b1068,http://www.w3.org/2002/07/owl#onProperty,http://semanticscience.org/resource/isAbout
http://purl.org/ontology/bibo/subsequentLegalDecision,http://www.w3.org/2000/01/rdf-schema#range,http://purl.org/ontology/bibo/LegalDecision
http://materialsmine.org/ns/Torsion,http://www.w3.org/2000/01/rdf-schema#label,Torsion
http://semanticscience.org/resource/AbstractRole,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Role
http://semanticscience.org/resource/Implies-%3E,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/LogicalOperator
http://semanticscience.org/resource/isTimeBoundaryOf,http://www.w3.org/2000/01/rdf-schema#label,is time boundary of
http://semanticscience.org/resource/ApartmentNumber,http://data.bioontology.org/metadata/prefixIRI,sio:ApartmentNumber
http://semanticscience.org/resource/hasRole,http://www.w3.org/2002/07/owl#inverseOf,http://semanticscience.org/resource/isRoleOf
http://semanticscience.org/resource/RegulationOfMolecularProduction,http://data.bioontology.org/metadata/prefixIRI,sio:RegulationOfMolecularProduction
http://semanticscience.org/resource/isCovalentlyConnectedTotransitive,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://semanticscience.org/resource/isConnectedTo
http://semanticscience.org/resource/FluorineAtom,http://www.w3.org/2000/01/rdf-schema#label,fluorine atom
n1951b7155c684ff6befdb168f4684486b528,http://www.w3.org/2002/07/owl#onClass,http://semanticscience.org/resource/Triangle
https://orcid.org/0000-0002-0752-6406,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://semanticscience.org/resource/DarmstadtiumAtom,http://www.w3.org/2000/01/rdf-schema#label,darmstadtium atom
http://semanticscience.org/resource/Chemical-diseaseAssociation,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/DeductiveArgument,http://www.w3.org/2000/01/rdf-schema#label,deductive argument
http://semanticscience.org/resource/StructuralMotif,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/DeoxyribonucleicAcidSequence,http://www.w3.org/2000/01/rdf-schema#label,deoxyribonucleic acid sequence
http://semanticscience.org/resource/ToCleave,http://www.w3.org/2000/01/rdf-schema#label,to cleave
http://purl.org/ontology/bibo/presents,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.org/NET/c4dm/event.owl#product
http://materialsmine.org/ns/DispersionRelation,http://www.w3.org/2000/01/rdf-schema#label,Dispersion Relation
http://materialsmine.org/ns/AspectRatio,http://www.w3.org/ns/prov#wasQuotedFrom,https://en.wikipedia.org/wiki/Aspect_ratio
http://semanticscience.org/resource/Collective,http://purl.org/dc/terms/description,"A collective is a group of entities that share or are motivated by at least one common issue or interest, or work together on a specific project(s) to achieve a common objective."
http://semanticscience.org/resource/PartialCharge,http://data.bioontology.org/metadata/prefixIRI,sio:PartialCharge
n1951b7155c684ff6befdb168f4684486b903,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,n1951b7155c684ff6befdb168f4684486b904
http://semanticscience.org/resource/MatureMRNA,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b688
http://semanticscience.org/resource/DatabaseRow,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Row
http://semanticscience.org/resource/Operon,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/PaternallyTransmitted,http://www.w3.org/2000/01/rdf-schema#label,paternally transmitted
http://semanticscience.org/resource/RightValueAxis,http://www.w3.org/2000/01/rdf-schema#label,right value axis
n1951b7155c684ff6befdb168f4684486b436,http://www.w3.org/2002/07/owl#onProperty,http://semanticscience.org/resource/realizes
http://materialsmine.org/ns/RheologicalLossModulus,http://www.w3.org/2004/02/skos/core#definition,The deformation energy dissipated within a material when subject to shear; the viscous component of the complex modulus.
http://semanticscience.org/resource/Non-cellularOrganism,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Organism
http://semanticscience.org/resource/HolmiumAtom,http://www.w3.org/2000/01/rdf-schema#label,holmium atom
http://semanticscience.org/resource/StatementOfConsequence,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Statement
http://semanticscience.org/resource/Endpoint,http://data.bioontology.org/metadata/prefixIRI,sio:Endpoint
http://semanticscience.org/resource/isAnnotationOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://purl.org/ontology/bibo/degrees/ms,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Thing
http://semanticscience.org/resource/CenterOfMass,http://data.bioontology.org/metadata/prefixIRI,sio:CenterOfMass
http://materialsmine.org/ns/Matrix,http://www.w3.org/2000/01/rdf-schema#label,Matrix
http://materialsmine.org/ns/ThermalProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
n1951b7155c684ff6befdb168f4684486b1132,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
http://semanticscience.org/resource/OpticalIsomer,http://www.w3.org/2000/01/rdf-schema#label,optical isomer
http://semanticscience.org/resource/hasCapability,http://www.w3.org/2004/02/skos/core#example,SIO has the capability to semantically integrate data.
http://materialsmine.org/ns,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://semanticscience.org/resource/VerticalBarGraph,http://purl.org/dc/terms/description,A vertical bar graph is a bar graph in which the rectangular bars are vertically oriented in space.
http://semanticscience.org/resource/EpimerAssociation,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/Disjunctionor,http://data.bioontology.org/metadata/prefixIRI,sio:Disjunctionor
http://semanticscience.org/resource/CatalyticRole,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/RegulatorRole
http://semanticscience.org/resource/Learning,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b648
http://semanticscience.org/resource/MaterialEntity,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b680
http://semanticscience.org/resource/NomimalScale,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/MeasurementScale
http://semanticscience.org/resource/Arousal,http://data.bioontology.org/metadata/prefixIRI,sio:Arousal
http://materialsmine.org/ns/Drying-Evaporation,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b110
http://semanticscience.org/resource/hasDataItem,http://www.w3.org/2002/07/owl#inverseOf,http://semanticscience.org/resource/isDataItemIn
http://semanticscience.org/resource/PairwiseSequenceAlignment,http://purl.org/dc/terms/description,A pairwise sequence alignment is the alignment of exactly 2 sequences.
http://materialsmine.org/ns/Atactic,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://materialsmine.org/ns/Tacticity
http://semanticscience.org/resource/CentralityMeasure,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
n1951b7155c684ff6befdb168f4684486b433,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
http://materialsmine.org/ns/FiberTensileElongation,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://materialsmine.org/ns/HeatOfFusion,http://www.w3.org/2004/02/skos/core#definition,change in enthalpy with energy dissipation
http://xmlns.com/foaf/0.1/depiction,http://www.w3.org/2004/02/skos/core#scopeNote,Used to link an agent with an image that depict it.
http://semanticscience.org/resource/Genome,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/BiologicalEntity
http://purl.org/ontology/bibo/LegalDocument,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://xmlns.com/foaf/0.1/Document
http://semanticscience.org/resource/isDirectlyAfter,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://semanticscience.org/resource/isDirectlyConnectedTo
http://materialsmine.org/ns/AtomicForceMicroscopy,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/NomimalScale,http://data.bioontology.org/metadata/prefixIRI,sio:NomimalScale
n1951b7155c684ff6befdb168f4684486b766,http://www.w3.org/2002/07/owl#allValuesFrom,http://semanticscience.org/resource/Process
n1951b7155c684ff6befdb168f4684486b862,http://www.w3.org/2002/07/owl#onProperty,http://semanticscience.org/resource/hasQuality
n1951b7155c684ff6befdb168f4684486b7,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
n1951b7155c684ff6befdb168f4684486b816,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,n1951b7155c684ff6befdb168f4684486b817
http://semanticscience.org/resource/MolecularTracerRole,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://materialsmine.org/ns/RheologicalViscosity,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://materialsmine.org/ns/RheologicalProperty
http://semanticscience.org/resource/SoftwareModule,http://purl.org/dc/terms/description,A software module is software composed of a collection of software methods.
n1951b7155c684ff6befdb168f4684486b552,http://www.w3.org/2002/07/owl#someValuesFrom,http://semanticscience.org/resource/ChemicalReaction
http://semanticscience.org/resource/Disappointment,http://purl.org/dc/terms/description,disappointment is the feeling of dissatisfaction that follows the failure of expectations or hopes to manifest.
http://semanticscience.org/resource/OrganicMolecule,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://purl.org/ontology/bibo/affirmedBy,http://www.w3.org/2000/01/rdf-schema#range,http://purl.org/ontology/bibo/LegalDecision
http://materialsmine.org/ns/CompressiveCreepRuptureTime,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b95
http://semanticscience.org/resource/DepartmentChairRole,http://data.bioontology.org/metadata/prefixIRI,sio:DepartmentChairRole
http://semanticscience.org/resource/Indecision,http://purl.org/dc/terms/description,indecision is the emotion of being unable to choose between two or more possible courses of action.
http://semanticscience.org/resource/NeitherSatisfiedOrDissatisfiedQualifier,http://www.w3.org/2000/01/rdf-schema#label,neither satisfied or dissatisfied qualifier
http://semanticscience.org/resource/Category,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Concept
n1951b7155c684ff6befdb168f4684486b180,http://www.w3.org/2002/07/owl#someValuesFrom,http://materialsmine.org/ns/Spectroscopy
http://semanticscience.org/resource/ToBeCompared,http://www.w3.org/2000/01/rdf-schema#label,to be compared
http://materialsmine.org/ns/RheologicalViscosity,http://www.w3.org/2004/02/skos/core#definition,The resistance of a fluid to flow.
http://semanticscience.org/resource/DateOfIssue,http://data.bioontology.org/metadata/prefixIRI,sio:DateOfIssue
http://materialsmine.org/ns/ElectricPercolationThreshold,http://data.bioontology.org/metadata/prefixIRI,materialsmine:ElectricPercolationThreshold
n1951b7155c684ff6befdb168f4684486b3,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://www.w3.org/1999/02/22-rdf-syntax-ns#List
http://purl.org/ontology/bibo/Journal,http://www.w3.org/2000/01/rdf-schema#label,Journal
http://purl.org/ontology/bibo/Magazine,http://www.w3.org/2000/01/rdf-schema#label,Magazine
http://materialsmine.org/ns/LC_PhaseTransitionTemperature,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b162
http://semanticscience.org/resource/PostalCode,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://xmlns.com/foaf/0.1/Document,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/TestRole,http://purl.org/dc/terms/description,A test role is the role of an individual that is a participant in the study and is the target of the intervention.
http://semanticscience.org/resource/CalciumAtom,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Atom
http://semanticscience.org/resource/isContainedIn,http://semanticscience.org/resource/equivalentTo,OBO_REL:contained_in
n1951b7155c684ff6befdb168f4684486b1123,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
http://semanticscience.org/resource/isParticipantIn,http://www.w3.org/2000/01/rdf-schema#label,is participant in
http://purl.org/ontology/bibo/PersonalCommunicationDocument,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.org/ontology/bibo/Document
http://semanticscience.org/resource/Empty,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/NucleophilicAdditionReaction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/SymportEnabledSecondaryActiveTransport,http://purl.org/dc/terms/description,symport enabled secondary active transport is a secondary active transfort in which both ion and molecule are transported in the same direction simultaneously.
http://materialsmine.org/ns/SolventAmount,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Quantity
http://semanticscience.org/resource/ToModifyElectronically,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/Line,http://data.bioontology.org/metadata/prefixIRI,sio:Line
http://semanticscience.org/resource/isPrecededBy,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#TransitiveProperty
http://materialsmine.org/ns/PubChemReference,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Reference
http://semanticscience.org/resource/Polyline,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/GeometricEntity
http://semanticscience.org/resource/hasUnit,http://www.w3.org/2000/01/rdf-schema#label,has unit
http://semanticscience.org/resource/RegulatoryPathway,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://materialsmine.org/ns/Stress,http://data.bioontology.org/metadata/prefixIRI,materialsmine:Stress
n1951b7155c684ff6befdb168f4684486b908,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
http://purl.org/dc/terms/language,http://www.w3.org/2004/02/skos/core#scopeNote,Used to link a bibliographic resource to the language used to express it.
http://semanticscience.org/resource/Anger,http://www.w3.org/2000/01/rdf-schema#label,anger
http://materialsmine.org/ns/RotationalFrequency,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Frequency
http://materialsmine.org/ns/ChemicalName,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/MedicalHealthRecord,http://data.bioontology.org/metadata/prefixIRI,sio:MedicalHealthRecord
http://semanticscience.org/resource/DifferentialDiagnosis,http://www.w3.org/2000/01/rdf-schema#label,differential diagnosis
http://semanticscience.org/resource/HassiumAtom,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/GenericName,http://data.bioontology.org/metadata/prefixIRI,sio:GenericName
http://semanticscience.org/resource/XenonAtom,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/ToIncreaseTheRateOfFormation,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://semanticscience.org/ontology/sio/v1.53/sio-subset-labels.owl
http://semanticscience.org/resource/hasAttribute,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
n1951b7155c684ff6befdb168f4684486b241,http://www.w3.org/2002/07/owl#minCardinality,1
http://semanticscience.org/resource/GeolegalRegion,http://purl.org/dc/terms/description,A geolegal region is a geographic region which has causal powers confered by a legal entity.
http://semanticscience.org/resource/ForeignDatabaseKey,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/IncreasedSpatialExtentOfProcessFromIncreasedRegulation,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/RegulationOfProcessSpatialExtent
http://semanticscience.org/resource/DecreasedMolecularProductionFromIncreasedRegulation,http://www.w3.org/2000/01/rdf-schema#label,decreased molecular production from increased regulation
n1951b7155c684ff6befdb168f4684486b274,http://www.w3.org/2002/07/owl#someValuesFrom,http://semanticscience.org/resource/Term
http://purl.org/ontology/bibo/Code,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://purl.org/ontology/bibo/
http://semanticscience.org/resource/Discouragement,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/NegativeEmotion
http://semanticscience.org/resource/MaximalValue,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/SocialStructure,http://www.w3.org/2000/01/rdf-schema#subClassOf,n1951b7155c684ff6befdb168f4684486b1029
http://semanticscience.org/resource/DimensionalQuantity,http://data.bioontology.org/metadata/prefixIRI,sio:DimensionalQuantity
http://semanticscience.org/resource/MolecularStructure,http://data.bioontology.org/metadata/prefixIRI,sio:MolecularStructure
http://semanticscience.org/resource/Right-handedHelical,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/DiagnosticTest,http://data.bioontology.org/metadata/prefixIRI,sio:DiagnosticTest
n1951b7155c684ff6befdb168f4684486b752,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://semanticscience.org/resource/MolecularStructure
http://semanticscience.org/resource/Toxicity,http://www.w3.org/2000/01/rdf-schema#label,toxicity
n1951b7155c684ff6befdb168f4684486b295,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://semanticscience.org/resource/Positive
http://semanticscience.org/resource/Plot,http://www.w3.org/2000/01/rdf-schema#label,plot
http://semanticscience.org/resource/isImplementationOf,http://purl.org/dc/terms/description,is implementation of is a relation between an information entity and a specification that it conforms to.
http://materialsmine.org/ns/DateOfMeasurement,http://data.bioontology.org/metadata/prefixIRI,materialsmine:DateOfMeasurement
http://semanticscience.org/resource/DubniumAtom,http://www.w3.org/2004/02/skos/core#exactMatch,CHEBI:33349
http://semanticscience.org/resource/cites,http://www.w3.org/2000/01/rdf-schema#label,cites
n1951b7155c684ff6befdb168f4684486b672,http://www.w3.org/2002/07/owl#onProperty,http://semanticscience.org/resource/hasOutput
http://materialsmine.org/ns/ChannelDepth,http://data.bioontology.org/metadata/prefixIRI,materialsmine:ChannelDepth
http://semanticscience.org/resource/XenonAtom,http://data.bioontology.org/metadata/prefixIRI,sio:XenonAtom
http://semanticscience.org/resource/PublishingRole,http://www.w3.org/2000/01/rdf-schema#label,publishing role
n1951b7155c684ff6befdb168f4684486b257,http://www.w3.org/2002/07/owl#onProperty,http://semanticscience.org/resource/hasDirectPart
http://semanticscience.org/resource/Substrate,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://semanticscience.org/resource/Curiosity,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://semanticscience.org/resource/Desire
http://semanticscience.org/resource/hasTrigger,http://purl.org/dc/terms/description,has trigger is a relation between a realizable and the factor that causes it to be realized.
http://semanticscience.org/resource/Hour,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://semanticscience.org/resource/UserAccount,http://www.w3.org/2000/01/rdf-schema#label,user account
http://materialsmine.org/ns/CompressionStressAtYield,http://materialsmine.org/ns/hasPreferredUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/megapascal
http://semanticscience.org/resource/ToReduceTheActivationEnergy,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
