Class,SubClassOf,IntersectionOf,Comment,OnProperty,SomeValuesFrom,Definition
http://semanticscience.org/resource/BubbleChart,http://semanticscience.org/resource/Chart,None,None,None,None,A bubble chart contains circles whose area corresponds to a value. 
http://semanticscience.org/resource/Buffer,http://semanticscience.org/resource/LiquidSolutionComponent,None,None,None,None,A buffer is a dissolved chemical substance that resists change in pH upon addition of small amounts of acid or base.
http://semanticscience.org/resource/BufferRole,http://semanticscience.org/resource/ChemicalSubstanceRole,None,None,None,None,A buffer role is the role of a chemical substance which maintains a pH at a near constant value.
http://semanticscience.org/resource/BufferRole,nc1dd680924f540ad8a0d60c28f9143d8b356,None,None,None,None,A buffer role is the role of a chemical substance which maintains a pH at a near constant value.
http://semanticscience.org/resource/CadmiumAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/CaesiumAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/CalciumAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/CaliforniumAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/Cancelled,http://semanticscience.org/resource/NotStarted,None,None,None,None,"cancelled is a process status in which the process, while planned to occur, will not occur."
http://semanticscience.org/resource/Capability,http://semanticscience.org/resource/RealizableEntity,None,None,None,None,A capability is a realizable entity whose basis lies in one or more parts or qualities and reflects possibility of an entity to behave in a specified way under certain conditions or in response to a certain stimulus (trigger).
http://semanticscience.org/resource/Capability,nc1dd680924f540ad8a0d60c28f9143d8b357,None,None,None,None,A capability is a realizable entity whose basis lies in one or more parts or qualities and reflects possibility of an entity to behave in a specified way under certain conditions or in response to a certain stimulus (trigger).
http://semanticscience.org/resource/Capability,nc1dd680924f540ad8a0d60c28f9143d8b358,None,None,None,None,A capability is a realizable entity whose basis lies in one or more parts or qualities and reflects possibility of an entity to behave in a specified way under certain conditions or in response to a certain stimulus (trigger).
http://semanticscience.org/resource/Capability,nc1dd680924f540ad8a0d60c28f9143d8b360,None,None,None,None,A capability is a realizable entity whose basis lies in one or more parts or qualities and reflects possibility of an entity to behave in a specified way under certain conditions or in response to a certain stimulus (trigger).
http://semanticscience.org/resource/Carbohydrate,http://semanticscience.org/resource/OrganicPolymer,None,None,None,None,a carbohydrate is an organic molecule composed of two or more monosaccharides.
http://semanticscience.org/resource/Carbohydrate,nc1dd680924f540ad8a0d60c28f9143d8b361,None,None,None,None,a carbohydrate is an organic molecule composed of two or more monosaccharides.
http://semanticscience.org/resource/CarbohydrateResidue,http://semanticscience.org/resource/OrganicSubmolecule,None,None,None,None,A carbohydrate residue is a part of a molecule that was derived from a monosaccharide molecule.
http://semanticscience.org/resource/CarbohydrateResidue,nc1dd680924f540ad8a0d60c28f9143d8b362,None,None,None,None,A carbohydrate residue is a part of a molecule that was derived from a monosaccharide molecule.
http://semanticscience.org/resource/CarbohydrateResidue,nc1dd680924f540ad8a0d60c28f9143d8b363,None,None,None,None,A carbohydrate residue is a part of a molecule that was derived from a monosaccharide molecule.
http://semanticscience.org/resource/CarbonAllotrope,http://semanticscience.org/resource/Allotrope,None,None,None,None,A carbon allotrope is a chemical substance composed of carbon.
http://semanticscience.org/resource/CarbonAllotrope,nc1dd680924f540ad8a0d60c28f9143d8b364,None,None,None,None,A carbon allotrope is a chemical substance composed of carbon.
http://semanticscience.org/resource/CarbonAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/CarbonNanofoam,http://semanticscience.org/resource/CarbonAllotrope,None,None,None,None,carbon nanofoam is an allotrope of carbon that consists of a low-density cluster-assembly of carbon atoms strung together in a loose three-dimensional web. Each cluster is about 6 nanometers wide and consists of about 4000 carbon atoms linked in graphite-like sheets that are given negative curvature by the inclusion of heptagons among the regular hexagonal pattern.
http://semanticscience.org/resource/CartesianCoordinate,http://semanticscience.org/resource/Coordinate,None,None,None,None,A Cartesian coordinate is the signed distance of a point to some referent line.
http://semanticscience.org/resource/CartesianCoordinate,nc1dd680924f540ad8a0d60c28f9143d8b365,None,None,None,None,A Cartesian coordinate is the signed distance of a point to some referent line.
http://semanticscience.org/resource/CartesianCoordinateAxis,http://semanticscience.org/resource/ValueAxis,None,None,None,None,A Cartesian coordinate axis is an axis whose behavior follows that of a Cartesian coordinate system.
http://semanticscience.org/resource/CartesianCoordinateAxis,nc1dd680924f540ad8a0d60c28f9143d8b366,None,None,None,None,A Cartesian coordinate axis is an axis whose behavior follows that of a Cartesian coordinate system.
http://semanticscience.org/resource/CartesianCoordinateSystem,http://semanticscience.org/resource/CoordinateSystem,None,None,None,None,"A Cartesian coordinate system specifies each point uniquely in a plane by a pair of numerical coordinates, which are the signed distances from the point to two fixed perpendicular directed lines, measured in the same unit of length."
http://semanticscience.org/resource/Catabolism,http://semanticscience.org/resource/Metabolism,None,None,None,None,Anabolism is the set of metabolic processes that take apart larger chemical entities units into smaller chemical entities.
http://semanticscience.org/resource/Catalog,http://semanticscience.org/resource/Collection,None,None,None,None,A catalog is a systemic collection of items of the same type.
http://semanticscience.org/resource/Catalyst,http://semanticscience.org/resource/ChemicalSubstance,None,None,None,None,A catalyst is a molecule that has the capability to reduce the activation energy of a reaction and hence increase the overall rate of reaction.
http://semanticscience.org/resource/Catalyst,nc1dd680924f540ad8a0d60c28f9143d8b367,None,None,None,None,A catalyst is a molecule that has the capability to reduce the activation energy of a reaction and hence increase the overall rate of reaction.
http://semanticscience.org/resource/Catalyst,nc1dd680924f540ad8a0d60c28f9143d8b368,None,None,None,None,A catalyst is a molecule that has the capability to reduce the activation energy of a reaction and hence increase the overall rate of reaction.
http://semanticscience.org/resource/CatalyticRole,http://semanticscience.org/resource/RegulatorRole,None,None,None,None,The role of a chemical participant that serves to increase the rate of reaction by lowering the activiation energy.
http://semanticscience.org/resource/CatalyzedReaction,http://semanticscience.org/resource/ChemicalReaction,None,None,None,None,A catalyzed reaction is a chemical reaction that is facilitated by a catalyst.
http://semanticscience.org/resource/CatalyzedReaction,nc1dd680924f540ad8a0d60c28f9143d8b369,None,None,None,None,A catalyzed reaction is a chemical reaction that is facilitated by a catalyst.
http://semanticscience.org/resource/Category,http://semanticscience.org/resource/Concept,None,None,None,None,A category is a class of entities having particular shared characteristics.
http://semanticscience.org/resource/CategoryAxis,http://semanticscience.org/resource/Axis,None,None,None,None,A category axis is an axis in which the position along the line is partioned into categories.
nc1dd680924f540ad8a0d60c28f9143d8b370,None,None,None,None,None,None
http://semanticscience.org/resource/Cation,http://semanticscience.org/resource/Ion,None,None,None,None,An anion is an atom or molecule with a net positive electrical charge.
http://semanticscience.org/resource/Cation,nc1dd680924f540ad8a0d60c28f9143d8b377,None,None,None,None,An anion is an atom or molecule with a net positive electrical charge.
nc1dd680924f540ad8a0d60c28f9143d8b373,None,nc1dd680924f540ad8a0d60c28f9143d8b375,None,None,None,None
http://semanticscience.org/resource/CationPiInteraction,http://semanticscience.org/resource/IonicInteraction,None,None,None,None,"A cation pi interaction is an ionic interaction between the localized negative charge of π orbital electrons, located above and below the plane of an aromatic ring, and a positive charge."
http://semanticscience.org/resource/Cell,http://semanticscience.org/resource/BiologicalEntity,None,None,None,None,A cell is a biological entity that is contained by a plasma membrane.
http://semanticscience.org/resource/CellLine,http://semanticscience.org/resource/BiologicalEntity,None,None,None,None,A cell line is a collection of genetically identifical cells.
http://semanticscience.org/resource/Cellinformational,http://semanticscience.org/resource/ComputationalEntity,None,None,None,None,The minimal unit of a cellular automaton that can change state and has an associated behavior.
http://semanticscience.org/resource/Cellinformational,nc1dd680924f540ad8a0d60c28f9143d8b378,None,None,None,None,The minimal unit of a cellular automaton that can change state and has an associated behavior.
http://semanticscience.org/resource/CellularOrganism,http://semanticscience.org/resource/Organism,None,None,None,None,A cellular organism is an organism that contains one or more cells.
nc1dd680924f540ad8a0d60c28f9143d8b379,None,None,None,None,None,None
http://semanticscience.org/resource/CellularPhoneNumber,http://semanticscience.org/resource/TelephoneNumber,None,None,None,None,a cellular phone number is a number to connect to a mobile device
http://semanticscience.org/resource/CellularQuality,http://semanticscience.org/resource/BiologicalQuality,None,None,None,None,cellular quality is the quality of a cell
http://semanticscience.org/resource/CellularQuality,nc1dd680924f540ad8a0d60c28f9143d8b382,None,None,None,None,cellular quality is the quality of a cell
http://semanticscience.org/resource/CenterOfMass,http://semanticscience.org/resource/Position,None,None,None,None,The center of mass (aka barycenter) is the weighted average location of all the mass in a body or group of bodies.
http://semanticscience.org/resource/CentralityMeasure,http://semanticscience.org/resource/Quantity,None,None,None,None,A central tendency measure is a central value or a typical value for a probability distribution.
http://semanticscience.org/resource/CentrifugationPellet,http://semanticscience.org/resource/CentrifugationSubstance,None,None,None,None,A centrifugation pellet is a solid substance that forms as a result of compaction by a centrifuge.
http://semanticscience.org/resource/CentrifugationSubstance,http://semanticscience.org/resource/ChemicalSubstance,None,None,None,None,A centrifugation substance is a substance that is the target or product of centrifugation.
http://semanticscience.org/resource/Century,http://semanticscience.org/resource/TimeInterval,None,None,None,None,A century is a period of one hundred years.
http://semanticscience.org/resource/CeriumAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/Chaoite,http://semanticscience.org/resource/CarbonAllotrope,None,None,None,None,chaoite is an allotrope of carbon that is slightly harder than graphite with a reflection colour of grey to white.
http://semanticscience.org/resource/Chapter,http://semanticscience.org/resource/DocumentSection,None,None,None,None,A chapter is a document section of a book or thesis.
http://semanticscience.org/resource/Character,http://semanticscience.org/resource/LanguageEntity,None,None,None,None,A character is a language symbol used to construct words.
http://semanticscience.org/resource/CharacterPosition,http://semanticscience.org/resource/OrdinalPosition,None,None,None,None,The ordinal position of a character in a sequence of characters.
http://semanticscience.org/resource/CharacterPosition,nc1dd680924f540ad8a0d60c28f9143d8b383,None,None,None,None,The ordinal position of a character in a sequence of characters.
http://semanticscience.org/resource/ChargeQuality,http://semanticscience.org/resource/ChemicalQuality,None,None,None,None,charge quality is the quality pertaining to electric charge.
nc1dd680924f540ad8a0d60c28f9143d8b384,None,None,None,None,None,None
http://semanticscience.org/resource/Charged,http://semanticscience.org/resource/ChargeQuality,None,None,None,None,The quality of having a charge.
http://semanticscience.org/resource/Chart,http://semanticscience.org/resource/Figure,None,None,None,None,"A chart is a figure that displays the relationship among tabular numeric data, functions or some kinds of qualitative structures."
http://semanticscience.org/resource/Chemical-diseaseAssociation,http://semanticscience.org/resource/Association,None,None,None,None,A chemical-disease association is an association between a chemical and a disease.
http://semanticscience.org/resource/Chemical-diseaseAssociation,nc1dd680924f540ad8a0d60c28f9143d8b387,None,None,None,None,A chemical-disease association is an association between a chemical and a disease.
nc1dd680924f540ad8a0d60c28f9143d8b387,None,nc1dd680924f540ad8a0d60c28f9143d8b390,None,None,None,None
http://semanticscience.org/resource/Chemical-geneAssocation,http://semanticscience.org/resource/Association,None,None,None,None,a chemical-gene assocation is an assocation between a chemical and a gene.
http://semanticscience.org/resource/Chemical-geneAssocation,nc1dd680924f540ad8a0d60c28f9143d8b392,None,None,None,None,a chemical-gene assocation is an assocation between a chemical and a gene.
http://semanticscience.org/resource/Chemical-geneAssocation,nc1dd680924f540ad8a0d60c28f9143d8b393,None,None,None,None,a chemical-gene assocation is an assocation between a chemical and a gene.
http://semanticscience.org/resource/Chemical-pathwayAssociation,http://semanticscience.org/resource/Association,None,None,None,None,a chemical-pathway association is an association between a chemical and a pathway.
http://semanticscience.org/resource/Chemical-pathwayAssociation,nc1dd680924f540ad8a0d60c28f9143d8b394,None,None,None,None,a chemical-pathway association is an association between a chemical and a pathway.
http://semanticscience.org/resource/Chemical-pathwayAssociation,nc1dd680924f540ad8a0d60c28f9143d8b395,None,None,None,None,a chemical-pathway association is an association between a chemical and a pathway.
http://semanticscience.org/resource/ChemicalComplex,http://semanticscience.org/resource/ChemicalSubstance,None,None,None,None,A chemical complex is a chemical substance composed of weakly connected molecules and ions in a known stoichiometry.
http://semanticscience.org/resource/ChemicalComplex,nc1dd680924f540ad8a0d60c28f9143d8b396,None,None,None,None,A chemical complex is a chemical substance composed of weakly connected molecules and ions in a known stoichiometry.
http://semanticscience.org/resource/ChemicalData,http://semanticscience.org/resource/ScientificData,None,None,None,None,"A chemical datum is a scientific data item which conforms to some specification, either for how it is calculated or for how it is measured, and is commonly used in the domain of chemistry to name and differentiate different numeric properties (both calculated and measured) which are about chemical entities."
http://semanticscience.org/resource/ChemicalDegradationPathway,http://semanticscience.org/resource/ChemicalReactionPathway,None,None,None,None,A chemical degradation pathway is a pathway involved in the disassembly of a chemical.
http://semanticscience.org/resource/ChemicalDestruction,http://semanticscience.org/resource/Destroying,None,None,None,None,chemical destruction is destruction of a chemical entity to its chemical constituents through one ormore chemical interactions or reactions.
http://semanticscience.org/resource/ChemicalDestruction,nc1dd680924f540ad8a0d60c28f9143d8b398,None,None,None,None,chemical destruction is destruction of a chemical entity to its chemical constituents through one ormore chemical interactions or reactions.
http://semanticscience.org/resource/ChemicalEffect,http://semanticscience.org/resource/ChemicalInteraction,None,None,None,None,A chemical effect is a chemical interaction in which a chemical elicits a marked characteristic of a biological system.
http://semanticscience.org/resource/ChemicalEffect,nc1dd680924f540ad8a0d60c28f9143d8b399,None,None,None,None,A chemical effect is a chemical interaction in which a chemical elicits a marked characteristic of a biological system.
http://semanticscience.org/resource/ChemicalElement,http://semanticscience.org/resource/HomogeneousSubstance,None,None,None,None,A chemical element is a (effectively) homogeneous substance composed of one type of atom.
http://semanticscience.org/resource/ChemicalElement,nc1dd680924f540ad8a0d60c28f9143d8b400,None,None,None,None,A chemical element is a (effectively) homogeneous substance composed of one type of atom.
http://semanticscience.org/resource/ChemicalEntity,http://semanticscience.org/resource/MaterialEntity,None,None,None,None,A chemical entity is a material entity that pertains to chemistry.
http://semanticscience.org/resource/ChemicalEntityRole,http://semanticscience.org/resource/ProcessualRole,None,None,None,None,A chemical role is a processual role held by a chemical entity.
http://semanticscience.org/resource/ChemicalEntityRole,nc1dd680924f540ad8a0d60c28f9143d8b401,None,None,None,None,A chemical role is a processual role held by a chemical entity.
http://semanticscience.org/resource/ChemicalExposure,http://semanticscience.org/resource/ChemicalInteraction,None,None,None,None,None
http://semanticscience.org/resource/ChemicalFunctionalGroup,http://semanticscience.org/resource/Submolecule,None,None,None,None,A chemical functional group is a submolecule that confers specific chemical properties.
http://semanticscience.org/resource/ChemicalIdentifier,http://semanticscience.org/resource/PhysicalEntityIdentifier,None,None,None,None,A chemical identifier is an identifier for a chemical entity
http://semanticscience.org/resource/ChemicalInteraction,http://semanticscience.org/resource/Interacting,None,None,None,None,A chemical interaction is a biochemical process in which chemical entities interact through some set of attractive forces.
http://semanticscience.org/resource/ChemicalInteraction,nc1dd680924f540ad8a0d60c28f9143d8b402,None,None,None,None,A chemical interaction is a biochemical process in which chemical entities interact through some set of attractive forces.
http://semanticscience.org/resource/ChemicalNotation,http://semanticscience.org/resource/Notation,None,None,None,None,None
http://semanticscience.org/resource/ChemicalQuality,http://semanticscience.org/resource/ObjectQuality,None,None,None,None,chemical quality is the quality of a chemical entity.
http://semanticscience.org/resource/ChemicalReaction,http://semanticscience.org/resource/ChemicalInteraction,None,None,None,None,A chemical reaction is a process that leads to the transformation of one set of chemical substances to another.
http://semanticscience.org/resource/ChemicalReaction,nc1dd680924f540ad8a0d60c28f9143d8b403,None,None,None,None,A chemical reaction is a process that leads to the transformation of one set of chemical substances to another.
nc1dd680924f540ad8a0d60c28f9143d8b403,None,nc1dd680924f540ad8a0d60c28f9143d8b406,None,None,None,None
http://semanticscience.org/resource/ChemicalReactionPathway,http://semanticscience.org/resource/Pathway,None,None,None,None,A chemical reaction pathway specifies a series of chemical reactions towards producing some chemical product.
http://semanticscience.org/resource/ChemicalReactionPathway,nc1dd680924f540ad8a0d60c28f9143d8b408,None,None,None,None,A chemical reaction pathway specifies a series of chemical reactions towards producing some chemical product.
http://semanticscience.org/resource/ChemicalReactionPathway,nc1dd680924f540ad8a0d60c28f9143d8b409,None,None,None,None,A chemical reaction pathway specifies a series of chemical reactions towards producing some chemical product.
http://semanticscience.org/resource/ChemicalReactionPathway,nc1dd680924f540ad8a0d60c28f9143d8b411,None,None,None,None,A chemical reaction pathway specifies a series of chemical reactions towards producing some chemical product.
http://semanticscience.org/resource/ChemicalSalt,http://semanticscience.org/resource/HeterogeneousSubstance,None,None,None,None,a chemical salt is a heterogenous substance composed of an ionic assembly of cations and anions.
http://semanticscience.org/resource/ChemicalStructure,http://semanticscience.org/resource/Structure,None,None,None,None,chemical structure is the structure of a chemical entity in terms of its molecular geometry and electronic structure.
http://semanticscience.org/resource/ChemicalSubstance,http://semanticscience.org/resource/ChemicalEntity,None,None,None,None,A chemical substance is a chemical entity composed of two or more weakly (non-covalently) interacting chemical entities.
nc1dd680924f540ad8a0d60c28f9143d8b412,None,None,None,None,None,None
http://semanticscience.org/resource/ChemicalSubstanceRole,http://semanticscience.org/resource/ChemicalEntityRole,None,None,None,None,A chemical substance role is a chemical entity role held by a chemical substance.
http://semanticscience.org/resource/ChemicalSubstanceRole,nc1dd680924f540ad8a0d60c28f9143d8b415,None,None,None,None,A chemical substance role is a chemical entity role held by a chemical substance.
http://semanticscience.org/resource/ChemicalSynthesis,http://semanticscience.org/resource/Creating,None,None,None,None,chemical synthesis is synthesis of a chemical entity from physical precursors through one or more chemical interactions or reactions.
http://semanticscience.org/resource/ChemicalSynthesis,nc1dd680924f540ad8a0d60c28f9143d8b416,None,None,None,None,chemical synthesis is synthesis of a chemical entity from physical precursors through one or more chemical interactions or reactions.
http://semanticscience.org/resource/ChemicalSynthesis,nc1dd680924f540ad8a0d60c28f9143d8b417,None,None,None,None,chemical synthesis is synthesis of a chemical entity from physical precursors through one or more chemical interactions or reactions.
http://semanticscience.org/resource/ChemicalSynthesisPathway,http://semanticscience.org/resource/ChemicalReactionPathway,None,None,None,None,A chemical synthesis pathway is a pathway involved in the assembly of a chemical.
http://semanticscience.org/resource/ChemicalTransport,http://semanticscience.org/resource/Transporting,None,None,None,None,chemical transport is the directed movement of a chemical entity by some agent (e.g. transporter).
http://semanticscience.org/resource/ChemicalTransport,nc1dd680924f540ad8a0d60c28f9143d8b418,None,None,None,None,chemical transport is the directed movement of a chemical entity by some agent (e.g. transporter).
http://semanticscience.org/resource/ChlorineAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/ChromiumAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/Chromosome,http://semanticscience.org/resource/MolecularComplex,None,None,None,None,A chromosome is a molecular complex of circular or linear DNA and bound proteins.
http://semanticscience.org/resource/Chromosome,nc1dd680924f540ad8a0d60c28f9143d8b419,None,None,None,None,A chromosome is a molecular complex of circular or linear DNA and bound proteins.
http://semanticscience.org/resource/Chromosome,nc1dd680924f540ad8a0d60c28f9143d8b420,None,None,None,None,A chromosome is a molecular complex of circular or linear DNA and bound proteins.
http://semanticscience.org/resource/CircularlyHelical,http://semanticscience.org/resource/Helicity,None,None,None,None,a circularly helical quality is the quality of a helix that is connected in a circle or loop.
http://semanticscience.org/resource/Circumference,http://semanticscience.org/resource/LengthOfPerimeter,None,None,None,None,"circumference is the length of the outline of a circle or ellipse. it is defined as c = 2*pi*r, where r is the radius."
http://semanticscience.org/resource/CisRegulatoryElement,http://semanticscience.org/resource/NucleicAcidPart,None,None,None,None,A cisregulatory element is a DNA sequence located on the same DNA strand or chromosome as the gene whose expression it affects. 
http://semanticscience.org/resource/Citation,http://semanticscience.org/resource/DocumentComponent,None,None,None,None,A citation is a textual entity which denotes a source described in the bibliography or reference section of a document.
http://semanticscience.org/resource/City,http://semanticscience.org/resource/GeopoliticalRegion,None,None,None,None,A city is a relatively large and permanent settlement.
http://semanticscience.org/resource/Class,http://semanticscience.org/resource/Set,None,None,None,None,A class is a collection of sets which can be unambiguously defined by a property that all its members share.
http://semanticscience.org/resource/Clause,http://semanticscience.org/resource/Sentence,None,None,None,None,A clause consists of a subject and a predicate.
http://semanticscience.org/resource/ClinicalTrial,http://semanticscience.org/resource/InterventionStudy,None,None,None,None,"A clinical trial is an intervention trial to determine the safety and efficacy of  medical interventions (e.g., drugs, diagnostics, devices, therapy protocols). "
http://semanticscience.org/resource/ClinicalTrial,nc1dd680924f540ad8a0d60c28f9143d8b421,None,None,None,None,"A clinical trial is an intervention trial to determine the safety and efficacy of  medical interventions (e.g., drugs, diagnostics, devices, therapy protocols). "
http://semanticscience.org/resource/ClosedInterval,http://semanticscience.org/resource/LeftClosedInterval,None,None,None,None,"A closed interval is an interval that includes its endpoints, and is denoted with square brackets."
http://semanticscience.org/resource/ClosedInterval,http://semanticscience.org/resource/RightClosedInterval,None,None,None,None,"A closed interval is an interval that includes its endpoints, and is denoted with square brackets."
http://semanticscience.org/resource/Co-enzymeRole,http://semanticscience.org/resource/CofactorRole,None,None,None,None,A co-factor role in which the chemical entity is modified during catalysis and must be regenerated.
http://semanticscience.org/resource/Co-enzymeRole,http://semanticscience.org/resource/SubstrateRole,None,None,None,None,A co-factor role in which the chemical entity is modified during catalysis and must be regenerated.
http://semanticscience.org/resource/Co-substrateRole,http://semanticscience.org/resource/Co-enzymeRole,None,None,None,None,"A co-enzyme role of a chemical entity that is transiently associated, and is regenerated in a separate reaction."
http://semanticscience.org/resource/CobaltAtom,http://semanticscience.org/resource/Atom,None,None,None,None,None
http://semanticscience.org/resource/CodingFrameOffset,http://semanticscience.org/resource/ChemicalQuality,None,None,None,None,a coding frame offset is a numeric value that indicates the number of bases from a reference start codon position.
http://semanticscience.org/resource/CodingSequence,http://semanticscience.org/resource/NucleicAcidSequence,None,None,None,None,a coding sequence is a sequence of nucleotides which encode a RNA or protein product..
http://semanticscience.org/resource/CofactorRole,http://semanticscience.org/resource/MolecularEntityRole,None,None,None,None,The role of a chemical entity involved in the mechanism for enzyme-mediated catalysis.
http://semanticscience.org/resource/Collection,http://semanticscience.org/resource/Set,None,None,None,None,"A collection is a set for which there exists at least one member, although any member need not to exist at any point in the collection's existence."
http://semanticscience.org/resource/Collection,nc1dd680924f540ad8a0d60c28f9143d8b422,None,None,None,None,"A collection is a set for which there exists at least one member, although any member need not to exist at any point in the collection's existence."
http://semanticscience.org/resource/CollectionItem,http://semanticscience.org/resource/SetItem,None,None,None,None,a collection item is an item in a collection.
http://semanticscience.org/resource/CollectionItem,nc1dd680924f540ad8a0d60c28f9143d8b423,None,None,None,None,a collection item is an item in a collection.
http://semanticscience.org/resource/CollectionOf3dMolecularStructureModels,http://semanticscience.org/resource/Collection,None,None,None,None,A collection of 3D molecular structure models is just that.
http://semanticscience.org/resource/CollectionOf3dMolecularStructureModels,nc1dd680924f540ad8a0d60c28f9143d8b424,None,None,None,None,A collection of 3D molecular structure models is just that.
http://semanticscience.org/resource/CollectionOfDocuments,http://semanticscience.org/resource/Collection,None,None,None,None,A collection of documents is a non-zero set of documents.
http://semanticscience.org/resource/CollectionOfDocuments,nc1dd680924f540ad8a0d60c28f9143d8b425,None,None,None,None,A collection of documents is a non-zero set of documents.
http://semanticscience.org/resource/CollectionOfPoints,http://semanticscience.org/resource/Collection,None,None,None,None,A collection of points is a geometric entity that contains a non-zero set of geometric points. 
http://semanticscience.org/resource/CollectionOfPoints,http://semanticscience.org/resource/GeometricEntity,None,None,None,None,A collection of points is a geometric entity that contains a non-zero set of geometric points. 
http://semanticscience.org/resource/CollectionOfPoints,nc1dd680924f540ad8a0d60c28f9143d8b426,None,None,None,None,A collection of points is a geometric entity that contains a non-zero set of geometric points. 
http://semanticscience.org/resource/CollectionOvopub,http://semanticscience.org/resource/Ovopub,None,None,None,None,"A collection ovopub is an ovopub that contains and links to one or more assertion subgraphs and/or ovopubs, as well as statements describing its provenance. It is used to share a specific set of items or restrict a search to the resources contained therein."
http://semanticscience.org/resource/Collective,http://semanticscience.org/resource/SocialStructure,None,None,None,None,"A collective is a group of entities that share or are motivated by at least one common issue or interest, or work together on a specific project(s) to achieve a common objective."
http://semanticscience.org/resource/Column,http://semanticscience.org/resource/ComputationalEntity,None,None,None,None,A column is a vertical sequence of cells in a cellular automata.
http://semanticscience.org/resource/Column,nc1dd680924f540ad8a0d60c28f9143d8b427,None,None,None,None,A column is a vertical sequence of cells in a cellular automata.
http://semanticscience.org/resource/Column,nc1dd680924f540ad8a0d60c28f9143d8b434,None,None,None,None,A column is a vertical sequence of cells in a cellular automata.
nc1dd680924f540ad8a0d60c28f9143d8b428,None,nc1dd680924f540ad8a0d60c28f9143d8b431,None,None,None,None
http://semanticscience.org/resource/Comment,http://semanticscience.org/resource/Proposition,None,None,None,None,"A comment is a verbal or written remark often related to an added piece of information, or an observation or statement."
http://semanticscience.org/resource/CommonName,http://semanticscience.org/resource/Name,None,None,None,None,A common name is a name that is commonly used.
http://semanticscience.org/resource/Communicating,http://semanticscience.org/resource/Interacting,None,None,None,None,"communicating is the process of conveying information through the exchange of thoughts, messages, or information, as by speech, visuals, signals, writing, or behaviour."
http://semanticscience.org/resource/CommunicationDevice,http://semanticscience.org/resource/Device,None,None,None,None,A communication device is a device that facilitates the transmission of information through encoded in an audio or digital signal between a sender and a receiver.
http://semanticscience.org/resource/Community,http://semanticscience.org/resource/Collective,None,None,None,None,A community is a sizeable social unit that shares common values.
http://semanticscience.org/resource/ComparativeRole,http://semanticscience.org/resource/AbstractRole,None,None,None,None,A comparative role is an abstract role which holds by comparing some attribute of another object of reference.
http://semanticscience.org/resource/Comparing,http://semanticscience.org/resource/Interacting,None,None,None,None,comparing is the process of examining a set of objects and determining their equality or inequality based on one or more features.
http://semanticscience.org/resource/Comparing,nc1dd680924f540ad8a0d60c28f9143d8b435,None,None,None,None,comparing is the process of examining a set of objects and determining their equality or inequality based on one or more features.
nc1dd680924f540ad8a0d60c28f9143d8b435,None,nc1dd680924f540ad8a0d60c28f9143d8b438,None,None,None,None
http://semanticscience.org/resource/CompleteCharge,http://semanticscience.org/resource/Charged,None,None,None,None,A complete charge is a charge where the value of the charge is a multiple of 1.
nc1dd680924f540ad8a0d60c28f9143d8b440,None,None,None,None,None,None
http://semanticscience.org/resource/Completed,http://semanticscience.org/resource/ProcessStatus,None,None,None,None,completed is that status of a process that successfully unfolds.
http://semanticscience.org/resource/CompletelyQuantifier,http://semanticscience.org/resource/QuantityModifier,None,None,None,None,None
http://semanticscience.org/resource/CompositionalQuality,http://semanticscience.org/resource/ObjectQuality,None,None,None,None,composition quality is a quality that describes its composition or anatomy.
http://semanticscience.org/resource/ComputationalEntity,http://semanticscience.org/resource/InformationContentEntity,None,None,None,None,A computational entity is an information content entity operated on using some computational system.
http://semanticscience.org/resource/Concentration,http://semanticscience.org/resource/3DExtentQuantity,None,None,None,None,concentration is the amount of substance per unit volume of a solution
http://semanticscience.org/resource/Concentration,nc1dd680924f540ad8a0d60c28f9143d8b443,None,None,None,None,concentration is the amount of substance per unit volume of a solution
nc1dd680924f540ad8a0d60c28f9143d8b444,None,nc1dd680924f540ad8a0d60c28f9143d8b447,None,None,None,None
http://semanticscience.org/resource/Concept,http://semanticscience.org/resource/Term,None,None,None,None,A concept is term that refers to a generalization of a set of attributes or entities.
http://semanticscience.org/resource/Conclusion,http://semanticscience.org/resource/Proposition,None,None,None,None,"A conclusion is a proposition which is reached after considering the evidence, arguments or premises."
http://semanticscience.org/resource/ConferenceProceedings,http://semanticscience.org/resource/Book,None,None,None,None,A conference proceedings is a book composed of papers presented at a conference.
http://semanticscience.org/resource/Conjunctionand,http://semanticscience.org/resource/LogicalOperator,None,None,None,None,"AND is a logical operator that has the value true if both of its operands are true, otherwise a value of false."
http://semanticscience.org/resource/Consensus,http://semanticscience.org/resource/Agreement,None,None,None,None,"consensus is an acceptable resolution, one that can be supported, even if not the preferred outcome for each individual."
